State,City,Population,Total_law_employees,Total_officers,Total_civilians
Texas,Rancho Viejo,2462,8,8,0
Texas,Ranger,2469,4,3,1
Texas,Raymondville,10833,23,14,9
Texas,Red Oak,13801,31,28,3
Texas,Refugio,2718,9,7,2
Texas,"Reno, Lamar County",3364,6,5,1
Texas,"Reno, Parker County",3294,7,7,0
Texas,Richardson,124190,255,165,90
Texas,Richland Hills,7971,22,19,3
Texas,Richmond,12630,40,28,12
Texas,Richwood,4044,10,10,0
Texas,Riesel,1040,3,3,0
Texas,Rio Grande City,14587,45,33,12
Texas,Rio Hondo,2744,7,7,0
Texas,River Oaks,7653,22,16,6
Texas,Roanoke,9862,39,29,10
Texas,Robinson,12087,32,23,9
Texas,Robstown,11238,31,22,9
Texas,Rockdale,5503,15,10,5
Texas,Rockport,10672,34,27,7
Texas,Rockwall,46867,100,79,21
Texas,Rollingwood,1607,9,9,0
Texas,Roma,11559,34,26,8
Texas,Roman Forest,2058,11,10,1
Texas,Rosenberg,39162,107,83,24
Texas,Round Rock,137593,244,172,72
Texas,Rowlett,68810,127,92,35
Texas,Royse City,15388,25,21,4
Texas,Runaway Bay,1612,5,5,0
Texas,Rusk,5606,13,12,1
Texas,Sachse,26799,46,32,14
Texas,Saginaw,24822,51,39,12
Texas,Salado,2393,5,5,0
Texas,San Angelo,101860,198,165,33
Texas,San Antonio,1573189,3087,2379,708
Texas,San Benito,24237,50,41,9
Texas,San Diego,4196,6,5,1
Texas,San Elizario,9070,3,3,0
Texas,Sanger,8953,16,14,2
Texas,San Juan,37337,59,43,16
Texas,San Marcos,67432,150,109,41
Texas,Santa Fe,13577,29,22,7
Texas,Schertz,43315,97,61,36
Texas,Schulenburg,2920,9,8,1
Texas,Seabrook,14415,42,32,10
Texas,Seagoville,17120,36,26,10
Texas,Sealy,6484,26,23,3
Texas,Seguin,30513,79,57,22
Texas,Selma,12013,32,28,4
Texas,Seven Points,1532,10,6,4
Texas,Seymour,2532,7,4,3
Texas,Shallowater,2586,5,5,0
Texas,Shavano Park,4098,19,18,1
Texas,Shenandoah,3098,26,25,1
Texas,Sherman,44611,91,67,24
Texas,Silsbee,6613,23,17,6
Texas,Sinton,5324,12,11,1
Texas,Slaton,5864,19,13,6
Texas,Socorro,34626,58,36,22
Texas,Somerset,2000,4,4,0
Texas,Somerville,1475,3,2,1
Texas,Sonora,2765,7,5,2
Texas,Sour Lake,1937,7,5,2
Texas,South Houston,17485,44,31,13
Texas,Southlake,33083,78,70,8
Texas,South Padre Island,2772,37,27,10
Texas,Southside Place,1902,12,8,4
Texas,Splendora,2337,15,13,2
Texas,Springtown,3254,15,11,4
Texas,Spring Valley,4389,24,18,6
Texas,Spur,1186,3,2,1
Texas,Stafford,17423,71,54,17
Texas,Stamford,2921,7,6,1
Texas,Stanton,3061,6,6,0
Texas,Stephenville,21777,56,34,22
Texas,Stinnett,1759,4,4,0
Texas,Stratford,2062,3,2,1
Texas,Sugar Land,119671,194,166,28
Texas,Sullivan City,4186,16,10,6
Texas,Sulphur Springs,16322,39,28,11
Texas,Sunrise Beach Village,806,5,5,0
Texas,Sunset Valley,675,14,13,1
Texas,Surfside Beach,591,21,18,3
Texas,Sweeny,3716,8,8,0
Texas,Sweetwater,10419,31,25,6
Texas,Tatum,1384,6,6,0
Texas,Teague,3511,7,6,1
Texas,Temple,79878,185,146,39
Texas,Tenaha,1145,3,3,0
Texas,Terrell,19204,64,42,22
Texas,Terrell Hills,5512,17,17,0
Texas,Texarkana,36303,92,80,12
Texas,Texas City,50660,114,88,26
Texas,The Colony,45419,104,74,30
Texas,Thrall,993,2,2,0
Texas,Three Rivers,1960,10,9,1
Texas,Tioga,1081,4,4,0
Texas,Tomball,11901,61,43,18
Texas,Tool,2310,8,4,4
Texas,Trophy Club,13053,24,20,4
Texas,Tulia,4618,15,8,7
Texas,Tye,1345,7,6,1
Texas,Tyler,108139,230,185,45
Texas,Universal City,21162,37,27,10
Texas,University Park,25253,55,39,16
Texas,Uvalde,16027,55,39,16
Texas,Van,2753,10,10,0
Texas,Van Alstyne,4557,17,11,6
Texas,Venus,4570,13,13,0
Texas,Vernon,10253,28,21,7
Texas,Vidor,10370,31,21,10
Texas,Waco,140870,348,253,95
Texas,Waelder,1141,3,3,0
Texas,Wake Village,5309,10,9,1
Texas,Waller,3654,15,13,2
Texas,Wallis,1309,8,8,0
Texas,Watauga,24588,47,36,11
Texas,Waxahachie,39039,92,73,19
Texas,Weatherford,34522,82,63,19
Texas,Webster,11545,63,45,18
Texas,Weimar,2235,8,7,1
Texas,Weslaco,42184,100,76,24
Texas,West,3008,9,9,0
Texas,West Columbia,3823,20,13,7
Texas,West Lake Hills,3310,15,14,1
Texas,West Orange,3199,12,10,2
Texas,Westover Hills,688,16,11,5
Texas,West University Place,15700,33,24,9
Texas,Westworth,2790,18,13,5
Texas,Wharton,8612,35,25,10
Texas,Whitehouse,9047,16,15,1
Texas,White Oak,6303,20,16,4
Texas,White Settlement,18051,42,32,10
Texas,Whitewright,1734,4,4,0
Texas,Wichita Falls,104673,292,203,89
Texas,Willis,7166,21,19,2
Texas,Willow Park,6096,16,15,1
Texas,Wills Point,3667,9,8,1
Texas,Wilmer,4919,21,16,5
Texas,Windcrest,5930,37,26,11
Texas,Wink,1039,3,3,0
Texas,Winnsboro,3302,18,12,6
Texas,Wolfforth,5735,13,12,1
Texas,Woodsboro,1399,2,2,0
Texas,Woodville,2411,10,9,1
Texas,Woodway,9089,42,32,10
Texas,Wortham,988,4,4,0
Texas,Wylie,54460,77,64,13
Texas,Yoakum,5956,19,12,7
Utah,Alta,378,8,4,4
Utah,American Fork/Cedar Hills,44093,49,43,6
Utah,Aurora,1056,1,1,0
Utah,Big Water,515,1,1,0
Utah,Blanding,3663,6,5,1
Utah,Bluffdale,17826,14,14,0
Utah,Bountiful,44129,56,36,20
Utah,Brian Head,94,5,5,0
Utah,Brigham City,19792,33,27,6
Utah,Cedar City,35486,45,39,6
Utah,Centerville,17855,24,19,5
Utah,Clearfield,32358,43,31,12
Utah,Clinton,22725,20,18,2
Utah,Cottonwood Heights,33871,47,39,8
Utah,Draper,49326,60,44,16
Utah,East Carbon,1574,4,4,0
Utah,Enoch,7340,12,7,5
Utah,Ephraim,7450,8,7,1
Utah,Fairview,1371,1,1,0
Utah,Farmington,26256,26,23,3
Utah,Fountain Green,1177,1,1,0
Utah,Grantsville,12468,17,15,2
Utah,Harrisville,7029,11,10,1
Utah,Heber,17849,29,24,5
Utah,Helper,2094,5,4,1
Utah,Herriman,56312,42,37,5
Utah,Hildale,2911,13,10,3
Utah,Hurricane,19776,31,28,3
Utah,Kamas,2328,2,2,0
Utah,Kanab,4993,8,7,1
Utah,Kaysville,32959,35,32,3
Utah,La Verkin,4491,6,5,1
Utah,Layton,79240,114,83,31
Utah,Lehi,72654,61,56,5
Utah,Lindon,11218,17,15,2
Utah,Logan,51899,85,53,32
Utah,Lone Peak,30191,27,22,5
Utah,Mantua,1000,2,1,1
Utah,Mapleton,11068,11,10,1
Utah,Moab,5362,23,15,8
Utah,Moroni,1566,1,1,0
Utah,Mount Pleasant,3561,4,4,0
Utah,Murray,49169,90,76,14
Utah,Naples,2126,5,4,1
Utah,Nephi,6498,13,10,3
Utah,North Ogden,20960,26,20,6
Utah,North Park,16529,13,10,3
Utah,North Salt Lake,21540,29,23,6
Utah,Ogden,88309,166,129,37
Utah,Orem,98902,123,91,32
Utah,Park City,8632,37,32,5
Utah,Parowan,3208,6,6,0
Utah,Payson,20498,27,24,3
Utah,Perry,5335,8,7,1
Utah,Pleasant Grove,38803,32,28,4
Utah,Pleasant View,11212,11,10,1
Utah,Price,8291,18,15,3
Utah,Provo,117041,228,198,30
Utah,Richfield,7925,18,15,3
Utah,Riverdale,8876,22,19,3
Utah,Riverton,45095,39,35,4
Utah,Roosevelt,7359,13,12,1
Utah,Roy,39849,43,39,4
Utah,Salem,8902,12,11,1
Utah,Salina,2624,4,4,0
Utah,Salt Lake City,202187,644,523,121
Utah,Sandy,97091,142,110,32
Utah,Santa Clara/Ivins,18229,16,13,3
Utah,Santaquin/Genola,14933,14,12,2
Utah,Saratoga Springs,35623,30,26,4
Utah,Smithfield,12317,11,10,1
Utah,South Jordan,80090,65,60,5
Utah,South Ogden,17266,27,22,5
Utah,South Salt Lake,25816,77,64,13
Utah,Spanish Fork,41605,42,38,4
Utah,Spring City,1090,1,1,0
Utah,Springdale,641,9,8,1
Utah,Springville,33728,41,30,11
Utah,St. George,91673,163,115,48
Utah,Stockton,688,4,3,1
Utah,Sunset,5387,8,7,1
Utah,Syracuse,32343,26,24,2
Utah,Tooele,36527,44,37,7
Utah,Tremonton Garland,11995,17,15,2
Utah,Vernal,10606,22,20,2
Utah,Washington,30622,39,28,11
Utah,Wellington,1612,9,8,1
Utah,West Bountiful,5861,11,10,1
Utah,West Jordan,117955,146,121,25
Utah,West Valley,135887,262,217,45
Utah,Willard,1979,3,3,0
Utah,Woods Cross,11625,18,17,1
Vermont,Barre,8471,27,20,7
Vermont,Barre Town,7698,8,7,1
Vermont,Bellows Falls,2946,7,6,1
Vermont,Bennington,14879,33,25,8
Vermont,Berlin,2770,9,8,1
Vermont,Bradford,2691,2,2,0
Vermont,Brandon,3710,7,6,1
Vermont,Brattleboro,11256,33,21,12
Vermont,Brighton,1161,1,1,0
Vermont,Bristol,3835,3,3,0
Vermont,Burlington,42862,121,86,35
Vermont,Canaan,916,1,1,0
Vermont,Castleton,4490,5,5,0
Vermont,Chester,3011,6,5,1
Vermont,Colchester,17129,37,29,8
Vermont,Dover,1052,7,6,1
Vermont,Essex,22156,32,26,6
Vermont,Fair Haven,2536,4,4,0
Vermont,Hardwick,2846,9,9,0
Vermont,Hartford,9515,28,19,9
Vermont,Hinesburg,4540,10,5,5
Vermont,Killington,750,2,2,0
Vermont,Ludlow,1854,9,5,4
Vermont,Lyndonville,1160,3,3,0
Vermont,Manchester,4206,13,9,4
Vermont,Middlebury,8813,18,16,2
Vermont,Milton,10882,17,16,1
Vermont,Montpelier,7321,26,17,9
Vermont,Morristown,5532,10,10,0
Vermont,Newport,4222,16,12,4
Vermont,Northfield,6560,6,5,1
Vermont,Norwich,3409,5,4,1
Vermont,Pittsford,2766,1,1,0
Vermont,Richmond,4123,3,3,0
Vermont,Royalton,2881,2,2,0
Vermont,Rutland,14930,47,34,13
Vermont,Rutland Town,4117,4,4,0
Vermont,Shelburne,7706,19,11,8
Vermont,South Burlington,19690,47,39,8
Vermont,Springfield,8859,20,14,6
Vermont,St. Albans,6788,34,24,10
Vermont,St. Johnsbury,7112,17,11,6
Vermont,Stowe,4444,12,12,0
Vermont,Swanton,6569,7,6,1
Vermont,Thetford,2525,3,3,0
Vermont,Vergennes,2577,8,8,0
Vermont,Weathersfield,2727,2,2,0
Vermont,Williston,10247,21,16,5
Vermont,Wilmington,1787,8,6,2
Vermont,Windsor,3272,8,7,1
Vermont,Winhall,726,8,7,1
Vermont,Winooski,7341,18,14,4
Vermont,Woodstock,2907,7,6,1
Virginia,Abingdon,7828,27,24,3
Virginia,Alexandria,161525,423,314,109
Virginia,Altavista,3401,14,13,1
Virginia,Amherst,2174,6,6,0
Virginia,Ashland,7947,27,25,2
Virginia,Bedford,6601,25,21,4
Virginia,Berryville,4393,10,9,1
Virginia,Big Stone Gap,5080,14,13,1
Virginia,Blacksburg,44422,75,65,10
Virginia,Blackstone,3299,15,12,3
Virginia,Bluefield,4780,23,20,3
Virginia,Bowling Green,1182,1,1,0
Virginia,Bridgewater,6204,9,9,0
Virginia,Bristol,16640,67,50,17
Virginia,Broadway,4010,5,5,0
Virginia,Brookneal,1096,1,1,0
Virginia,Buena Vista,6459,17,16,1
Virginia,Burkeville,396,1,1,0
Virginia,Cape Charles,1020,10,10,0
Virginia,Cedar Bluff,989,4,4,0
Virginia,Charlottesville,47671,126,101,25
Virginia,Chase City,2201,10,9,1
Virginia,Chatham,1422,2,2,0
Virginia,Chesapeake,247118,514,371,143
Virginia,Chilhowie,1690,6,6,0
Virginia,Chincoteague,2868,14,10,4
Virginia,Christiansburg,22643,69,62,7
Virginia,Clarksville,1159,6,5,1
Virginia,Clifton Forge,3455,10,9,1
Virginia,Clintwood,1267,3,3,0
Virginia,Coeburn,1824,9,8,1
Virginia,Colonial Beach,3628,11,10,1
Virginia,Colonial Heights,17360,58,54,4
Virginia,Covington,5490,23,14,9
Virginia,Crewe,2109,6,5,1
Virginia,Culpeper,19131,49,41,8
Virginia,Damascus,772,4,4,0
Virginia,Danville,39704,131,116,15
Virginia,Dayton,1648,5,5,0
Virginia,Dublin,2590,8,7,1
Virginia,Dumfries,6038,11,10,1
Virginia,Eastville,337,4,4,0
Virginia,Elkton,2923,5,4,1
Virginia,Emporia,5282,37,26,11
Virginia,Exmore,1362,7,7,0
Virginia,Fairfax City,24161,83,59,24
Virginia,Falls Church,14877,48,32,16
Virginia,Farmville,7806,28,26,2
Virginia,Franklin,7896,24,17,7
Virginia,Fredericksburg,29592,86,64,22
Virginia,Front Royal,15387,51,37,14
Virginia,Galax,6275,37,24,13
Virginia,Gate City,1850,5,5,0
Virginia,Glade Spring,1400,2,2,0
Virginia,Glasgow,1102,1,1,0
Virginia,Glen Lyn,96,1,1,0
Virginia,Gordonsville,1641,7,7,0
Virginia,Gretna,1181,3,3,0
Virginia,Grottoes,2881,6,6,0
Virginia,Grundy,887,5,5,0
Virginia,Halifax,1203,5,5,0
Virginia,Hampton,134082,426,325,101
Virginia,Harrisonburg,53442,123,101,22
Virginia,Haymarket,1699,5,5,0
Virginia,Haysi,463,1,1,0
Virginia,Herndon,24739,39,26,13
Virginia,Hillsville,2654,16,15,1
Virginia,Honaker,1306,2,2,0
Virginia,Hopewell,22498,80,62,18
Virginia,Hurt,1215,2,2,0
Virginia,Independence,886,2,2,0
Virginia,Jonesville,919,3,3,0
Virginia,Kenbridge,1190,3,3,0
Virginia,Kilmarnock,1384,6,6,0
Virginia,La Crosse,572,1,1,0
Virginia,Lawrenceville,983,6,6,0
Virginia,Lebanon,3118,13,12,1
Virginia,Leesburg,55070,99,82,17
Virginia,Lexington,7487,19,16,3
Virginia,Louisa,1753,6,6,0
Virginia,Luray,4842,14,13,1
Virginia,Lynchburg,82871,197,157,40
Virginia,Manassas,41386,124,92,32
Virginia,Manassas Park,17839,36,28,8
Virginia,Marion,5515,22,21,1
Virginia,Martinsville,12417,50,45,5
Virginia,Middleburg,854,7,6,1
Virginia,Middletown,1411,5,4,1
Virginia,Mount Jackson,2126,6,6,0
Virginia,Narrows,1942,6,6,0
Virginia,New Market,2261,6,6,0
Virginia,Newport News,178896,623,449,174
Virginia,Norfolk,242516,807,656,151
Virginia,Norton,3975,23,16,7
Virginia,Occoquan,1104,2,2,0
Virginia,Onancock,1206,6,6,0
Virginia,Onley,498,5,5,0
Virginia,Orange,5140,17,15,2
Virginia,Parksley,804,1,1,0
Virginia,Pearisburg,2619,8,8,0
Virginia,Pembroke,1078,3,3,0
Virginia,Pennington Gap,1705,6,6,0
Virginia,Petersburg,31195,107,86,21
Virginia,Pocahontas,348,1,1,0
Virginia,Poquoson,12275,28,24,4
Virginia,Portsmouth,94205,249,199,50
Virginia,Pound,907,4,4,0
Virginia,Pulaski,8674,32,28,4
Virginia,Purcellville,10485,16,14,2
Virginia,Radford,18450,52,38,14
Virginia,Remington,665,1,1,0
Virginia,Rich Creek,738,1,1,0
Virginia,Richlands,5172,25,20,5
Virginia,Richmond,233350,1048,846,202
Virginia,Roanoke,99335,274,228,46
Virginia,Rocky Mount,4718,22,20,2
Virginia,Rural Retreat,1444,1,1,0
Virginia,Salem,25326,86,62,24
Virginia,Saltville,1885,7,7,0
Virginia,Shenandoah,2327,7,6,1
Virginia,Smithfield,8518,24,20,4
Virginia,South Boston,7528,29,27,2
Virginia,South Hill,4322,22,20,2
Virginia,Stanley,1672,5,5,0
Virginia,Staunton,25048,63,48,15
Virginia,Stephens City,2091,1,1,0
Virginia,St. Paul,840,6,6,0
Virginia,Strasburg,6703,19,18,1
Virginia,Suffolk,92881,233,178,55
Virginia,Tappahannock,2397,11,10,1
Virginia,Tazewell,4088,17,16,1
Virginia,Timberville,2710,6,6,0
Virginia,Victoria,1615,4,4,0
Virginia,Vienna,16570,49,39,10
Virginia,Vinton,8117,22,21,1
Virginia,Virginia Beach,450858,925,744,181
Virginia,Warrenton,10073,28,27,1
Virginia,Warsaw,1485,4,4,0
Virginia,Waverly,1932,12,7,5
Virginia,Waynesboro,22801,53,43,10
Virginia,Weber City,1200,5,4,1
Virginia,West Point,3250,10,9,1
Virginia,Williamsburg,15086,42,40,2
Virginia,Winchester,28279,98,73,25
Virginia,Windsor,2774,7,7,0
Virginia,Wintergreen,165,16,12,4
Virginia,Wise,4381,12,11,1
Virginia,Woodstock,5279,20,18,2
Virginia,Wytheville,7890,25,22,3
Washington,Aberdeen,16744,50,36,14
Washington,Airway Heights,10010,22,20,2
Washington,Algona,3228,9,7,2
Washington,Anacortes,17735,30,24,6
Washington,Arlington,20825,35,30,5
Washington,Asotin,1293,1,1,0
Washington,Auburn,82779,134,114,20
Washington,Bainbridge Island,25561,27,23,4
Washington,Battle Ground,21669,27,23,4
Washington,Bellevue,150548,213,173,40
Washington,Bellingham,93629,180,118,62
Washington,Black Diamond,4858,12,10,2
Washington,Blaine,5717,16,14,2
Washington,Bonney Lake,21584,38,31,7
Washington,Bothell,48323,95,67,28
Washington,Bremerton,41817,68,55,13
Washington,Brewster,2355,6,5,1
Washington,Brier,7055,8,7,1
Washington,Buckley,5663,12,10,2
Washington,Burien,51879,70,48,22
Washington,Burlington,9321,29,23,6
Washington,Camas,24979,33,29,4
Washington,Carnation,2345,2,2,0
Washington,Castle Rock,2319,5,4,1
Washington,Centralia,17867,38,27,11
Washington,Chehalis,7700,22,17,5
Washington,Cheney,12741,23,16,7
Washington,Chewelah,2685,6,5,1
Washington,Clarkston,7387,16,14,2
Washington,Cle Elum,3023,9,8,1
Washington,Clyde Hill,3432,10,9,1
Washington,Colfax,2881,3,3,0
Washington,College Place,9374,16,13,3
Washington,Colville,4845,11,9,2
Washington,Connell,5725,8,7,1
Washington,Cosmopolis,1664,6,5,1
Washington,Coulee Dam,1078,2,2,0
Washington,Covington,21613,25,19,6
Washington,Des Moines,32652,43,33,10
Washington,Dupont,9668,14,12,2
Washington,Duvall,8275,14,13,1
Washington,East Wenatchee,14336,22,19,3
Washington,Eatonville,3058,6,5,1
Washington,Edgewood,13553,14,13,1
Washington,Edmonds,42934,65,55,10
Washington,Ellensburg,21448,34,26,8
Washington,Elma,3357,10,8,2
Washington,Enumclaw,12315,34,19,15
Washington,Ephrata,8184,18,15,3
Washington,Everett,112439,238,197,41
Washington,Everson,4551,7,6,1
Washington,Federal Way,97071,160,129,31
Washington,Ferndale,15337,23,20,3
Washington,Fife,10301,38,29,9
Washington,Fircrest,6869,9,9,0
Washington,Forks,3918,8,4,4
Washington,Garfield,610,1,1,0
Washington,Gig Harbor,11216,20,18,2
Washington,Goldendale,3516,11,9,2
Washington,Grand Coulee,2054,8,8,0
Washington,Grandview,11099,22,19,3
Washington,Granger,3898,8,8,0
Washington,Hoquiam,8647,25,23,2
Washington,Issaquah,40659,56,34,22
Washington,Kalama,2852,8,7,1
Washington,Kelso,12476,31,27,4
Washington,Kenmore,23397,20,15,5
Washington,Kennewick,85526,114,99,15
Washington,Kent,133883,207,151,56
Washington,Kettle Falls,1641,5,4,1
Washington,Kirkland,94470,150,109,41
Washington,Kittitas,1513,3,3,0
Washington,La Center,3459,8,7,1
Washington,Lacey,53826,64,49,15
Washington,Lake Forest Park,13604,23,20,3
Washington,Lake Stevens,34600,41,33,8
Washington,Lakewood,61432,108,95,13
Washington,Langley,1155,3,3,0
Washington,Liberty Lake,11410,14,13,1
Washington,Long Beach,1508,7,6,1
Washington,Longview,38629,69,57,12
Washington,Lynden,15625,21,17,4
Washington,Lynnwood,39517,97,66,31
Washington,Mabton,2265,3,3,0
Washington,Maple Valley,27736,24,18,6
Washington,Marysville,71522,103,74,29
Washington,Mattawa,4790,6,5,1
Washington,McCleary,1777,5,5,0
Washington,Medina,3324,11,9,2
Washington,Mercer Island,26268,35,30,5
Washington,Mill Creek,21214,26,21,5
Washington,Milton,8413,13,13,0
Washington,Monroe,20065,41,31,10
Washington,Montesano,4059,8,7,1
Washington,Morton,1207,3,3,0
Washington,Moses Lake,24524,46,38,8
Washington,Mountlake Terrace,21504,35,27,8
Washington,Mount Vernon,36513,53,39,14
Washington,Moxee,4177,7,6,1
Washington,Mukilteo,21573,33,26,7
Washington,Napavine,2025,5,4,1
Washington,Newcastle,12523,14,11,3
Washington,Newport,2205,5,4,1
Washington,Normandy Park,6633,11,10,1
Washington,Oak Harbor,23721,39,28,11
Washington,Ocean Shores,6604,12,10,2
Washington,Odessa,892,2,2,0
Washington,Olympia,53571,105,72,33
Washington,Omak,4776,10,8,2
Washington,Oroville,1671,6,5,1
Washington,Orting,8848,11,9,2
Washington,Othello,8509,23,16,7
Washington,Pacific,7243,12,11,1
Washington,Palouse,1084,2,2,0
Washington,Pasco,76970,92,82,10
Washington,Port Angeles,20364,54,32,22
Washington,Port Orchard,14886,25,20,5
Washington,Port Townsend,9914,17,13,4
Washington,Poulsbo,11401,22,20,2
Washington,Prosser,6451,17,15,2
Washington,Pullman,35071,44,29,15
Washington,Puyallup,42974,86,65,21
Washington,Quincy,8183,28,21,7
Washington,Raymond,3009,7,6,1
Washington,Reardan,615,1,1,0
Washington,Redmond,74154,122,85,37
Washington,Renton,102856,153,120,33
Washington,Richland,59370,77,60,17
Washington,Ridgefield,9835,12,11,1
Washington,Ritzville,1651,4,4,0
Washington,Roy,827,2,2,0
Washington,Royal City,2247,3,3,0
Washington,Ruston,856,5,5,0
Washington,Sammamish,66878,39,31,8
Washington,SeaTac,29282,63,45,18
Washington,Seattle,771517,1900,1341,559
Washington,Sedro Woolley,12189,24,20,4
Washington,Selah,8170,17,14,3
Washington,Sequim,7768,24,20,4
Washington,Shelton,10749,22,19,3
Washington,Shoreline,57472,72,52,20
Washington,Snohomish,10269,19,17,2
Washington,Snoqualmie,13987,27,23,4
Washington,Soap Lake,1609,7,6,1
Washington,South Bend,1706,5,4,1
Washington,Spokane,223524,422,342,80
Washington,Spokane Valley,102366,130,106,24
Washington,Stanwood,7410,13,11,2
Washington,Steilacoom,6436,10,9,1
Washington,Sumas,1561,7,6,1
Washington,Sumner,10544,25,20,5
Washington,Sunnyside,16888,43,25,18
Washington,Tacoma,220123,383,341,42
Washington,Tenino,1886,5,4,1
Washington,Tieton,1323,2,2,0
Washington,Toledo,777,3,2,1
Washington,Toppenish,8792,16,11,5
Washington,Tukwila,20483,82,66,16
Washington,Tumwater,24493,40,33,7
Washington,Twisp,970,3,3,0
Washington,Union Gap,6206,19,16,3
Washington,University Place,34339,17,16,1
Washington,Vancouver,186440,264,218,46
Washington,Walla Walla,32944,77,47,30
Washington,Wapato,5003,9,7,2
Washington,Warden,2825,5,4,1
Washington,Washougal,16334,24,20,4
Washington,Wenatchee,34525,54,43,11
Washington,Westport,2102,8,7,1
Washington,West Richland,15464,24,20,4
Washington,White Salmon,2732,7,6,1
Washington,Winlock,1436,3,3,0
Washington,Winthrop,480,3,2,1
Washington,Woodinville,13547,19,15,4
Washington,Woodland,6612,12,10,2
Washington,Yakima,93862,173,133,40
Washington,Yelm,9799,17,15,2
Washington,Zillah,3152,9,8,1
West Virginia,Alderson,1119,4,4,0
West Virginia,Anmoore,729,2,2,0
West Virginia,Ansted,1294,2,2,0
West Virginia,Athens,883,1,1,0
West Virginia,Barboursville,4291,24,22,2
West Virginia,Barrackville,1277,1,1,0
West Virginia,Beckley,15762,62,46,16
West Virginia,Belington,1900,3,3,0
West Virginia,Belle,1112,3,3,0
West Virginia,Benwood,1262,9,6,3
West Virginia,Berkeley Springs,593,2,2,0
West Virginia,Bethlehem,2302,5,5,0
West Virginia,Bluefield,9543,33,28,5
West Virginia,Bradshaw,265,1,1,0
West Virginia,Bramwell,334,2,2,0
West Virginia,Bridgeport,8924,37,33,4
West Virginia,Buckhannon,5373,12,11,1
West Virginia,Burnsville,473,1,1,0
West Virginia,Cameron,833,2,2,0
West Virginia,Cedar Grove,898,1,1,0
West Virginia,Ceredo,1260,7,4,3
West Virginia,Chapmanville,1080,4,4,0
West Virginia,Charleston,46038,181,158,23
West Virginia,Charles Town,6123,19,16,3
West Virginia,Chesapeake,1399,2,2,0
West Virginia,Chester,2347,6,5,1
West Virginia,Clarksburg,15092,44,40,4
West Virginia,Clendenin,1087,5,5,0
West Virginia,Danville,593,2,2,0
West Virginia,Davy,329,1,1,0
West Virginia,Delbarton,489,2,2,0
West Virginia,Dunbar,7010,13,12,1
West Virginia,East Bank,860,1,1,0
West Virginia,Eleanor,1594,1,1,0
West Virginia,Elkins,6970,13,12,1
West Virginia,Fairmont,18352,38,33,5
West Virginia,Fairview,403,1,1,0
West Virginia,Fayetteville,2695,13,12,1
West Virginia,Follansbee,2682,7,7,0
West Virginia,Fort Gay,684,3,3,0
West Virginia,Gary,770,1,1,0
West Virginia,Gassaway,839,1,1,0
West Virginia,Gauley Bridge,547,1,1,0
West Virginia,Gilbert,381,2,2,0
West Virginia,Glen Dale,1355,6,6,0
West Virginia,Glenville,1422,2,1,1
West Virginia,Grafton,4963,9,8,1
West Virginia,Grant Town,592,1,1,0
West Virginia,Granville,3767,14,14,0
West Virginia,Hamlin,1038,3,2,1
West Virginia,Harpers Ferry/Bolivar,1301,3,2,1
West Virginia,Harrisville,1654,1,1,0
West Virginia,Hartford City,592,1,1,0
West Virginia,Hinton,2324,6,5,1
West Virginia,Huntington,44684,96,93,3
West Virginia,Hurricane,6446,20,18,2
West Virginia,Iaeger,236,1,1,0
West Virginia,Kenova,2931,14,10,4
West Virginia,Kermit,344,1,1,0
West Virginia,Keyser,4863,12,8,4
West Virginia,Kimball,149,1,1,0
West Virginia,Kingwood,3057,3,3,0
West Virginia,Lewisburg,3803,15,13,2
West Virginia,Logan,1439,11,8,3
West Virginia,Mabscott,1248,2,2,0
West Virginia,Madison,2631,8,7,1
West Virginia,Man,617,2,2,0
West Virginia,Mannington,2018,4,4,0
West Virginia,Marlinton,952,1,1,0
West Virginia,Marmet,1352,5,5,0
West Virginia,Martinsburg,17479,54,43,11
West Virginia,Mason,932,5,4,1
West Virginia,Masontown,537,2,1,1
West Virginia,Matewan,416,2,1,1
West Virginia,McMechen,1677,4,4,0
West Virginia,Milton,2547,11,10,1
West Virginia,Monongah,1161,1,1,0
West Virginia,Montgomery,1494,7,6,1
West Virginia,Moorefield,2403,10,9,1
West Virginia,Morgantown,30775,83,71,12
West Virginia,Moundsville,8175,20,16,4
West Virginia,Mount Hope,1260,4,3,1
West Virginia,Mullens,1299,3,3,0
West Virginia,New Cumberland,997,2,1,1
West Virginia,New Haven,1455,3,3,0
West Virginia,New Martinsville,5092,14,10,4
West Virginia,Nitro,6314,20,19,1
West Virginia,Nutter Fort,1502,5,5,0
West Virginia,Oak Hill,8017,20,16,4
West Virginia,Oceana,1185,4,4,0
West Virginia,Paden City,2306,5,4,1
West Virginia,Parkersburg,29096,82,74,8
West Virginia,Parsons,1383,1,1,0
West Virginia,Pennsboro,989,1,1,0
West Virginia,Petersburg,2684,1,1,0
West Virginia,Philippi,3293,6,6,0
West Virginia,Piedmont,794,1,1,0
West Virginia,Pineville,564,3,3,0
West Virginia,Point Pleasant,4032,7,7,0
West Virginia,Pratt,551,3,2,1
West Virginia,Princeton,5627,23,21,2
West Virginia,Rainelle,1524,2,1,1
West Virginia,Ranson,5341,19,17,2
West Virginia,Ravenswood,3621,12,10,2
West Virginia,Reedsville,606,1,1,0
West Virginia,Rhodell,159,2,1,1
