State,City,Population,Total_law_employees,Total_officers,Total_civilians
Florida,Bowling Green,2882,6,6,0
Florida,Boynton Beach,79913,194,134,60
Florida,Bradenton,60688,152,119,33
Florida,Bradenton Beach,1292,10,10,0
Florida,Cape Coral,199503,337,255,82
Florida,Casselberry,29080,63,53,10
Florida,Cedar Key,719,3,3,0
Florida,Chiefland,2181,14,12,2
Florida,Clearwater,117859,336,237,99
Florida,Clermont,39932,87,80,7
Florida,Clewiston,8125,22,16,6
Florida,Cocoa,18769,93,62,31
Florida,Cocoa Beach,11763,58,39,19
Florida,Coconut Creek,62220,140,105,35
Florida,Coral Gables,50017,268,178,90
Florida,Coral Springs,135027,307,216,91
Florida,Crestview,25787,43,38,5
Florida,Cross City,1711,5,5,0
Florida,Dade City,7444,31,23,8
Florida,Davenport,6516,15,14,1
Florida,Davie,107988,262,186,76
Florida,Daytona Beach,70084,287,231,56
Florida,Daytona Beach Shores,4656,38,29,9
Florida,DeFuniak Springs,7200,27,20,7
Florida,DeLand,35874,75,58,17
Florida,Delray Beach,70487,235,162,73
Florida,Doral,68425,196,145,51
Florida,Dunnellon,1852,10,9,1
Florida,Eatonville,2223,14,12,2
Florida,Edgewater,24166,37,31,6
Florida,El Portal,2397,9,9,0
Florida,Eustis,21642,51,37,14
Florida,Fernandina Beach,13383,40,35,5
Florida,Flagler Beach,5195,18,15,3
Florida,Florida City,11826,44,34,10
Florida,Fort Lauderdale,184347,674,517,157
Florida,Fort Myers,90380,310,233,77
Florida,Fort Pierce,46574,143,114,29
Florida,Fort Walton Beach,22871,61,50,11
Florida,Fruitland Park,12021,21,20,1
Florida,Gainesville,135076,367,268,99
Florida,Golden Beach,934,27,19,8
Florida,Graceville,2109,9,9,0
Florida,Green Cove Springs,8783,28,21,7
Florida,Groveland,17622,52,37,15
Florida,Gulf Breeze,7037,29,20,9
Florida,Gulfport,12378,34,30,4
Florida,Gulf Stream,995,13,13,0
Florida,Haines City,26719,68,54,14
Florida,Havana,1703,14,10,4
Florida,Hialeah,234235,350,277,73
Florida,Hialeah Gardens,23667,61,43,18
Florida,Hillsboro Beach,2027,19,15,4
Florida,Holly Hill,12440,25,21,4
Florida,Hollywood,156434,407,319,88
Florida,Holmes Beach,4360,23,17,6
Florida,Homestead,70538,146,113,33
Florida,Howey-in-the-Hills,1191,6,6,0
Florida,Indialantic,2929,18,12,6
Florida,Indian Creek Village,89,13,9,4
Florida,Indian Harbour Beach,8602,28,20,8
Florida,Indian River Shores,4363,26,22,4
Florida,Indian Shores,3787,13,12,1
Florida,Interlachen,1471,3,3,0
Florida,Jacksonville,920508,3078,1789,1289
Florida,Jacksonville Beach,23894,86,67,19
Florida,Jasper,4127,6,6,0
Florida,Jay,646,8,7,1
Florida,Juno Beach,3710,15,13,2
Florida,Jupiter,67054,140,111,29
Florida,Jupiter Inlet Colony,459,4,4,0
Florida,Jupiter Island,942,23,18,5
Florida,Kenneth City,5131,15,14,1
Florida,Key Biscayne,12898,47,36,11
Florida,Key Colony Beach,804,4,4,0
Florida,Kissimmee,74337,226,148,78
Florida,Lady Lake,16255,33,28,5
Florida,Lake Alfred,6425,18,13,5
Florida,Lake City,12403,53,38,15
Florida,Lake Clarke Shores,3653,11,10,1
Florida,Lake Hamilton,1530,9,7,2
Florida,Lake Helen,2822,7,6,1
Florida,Lakeland,113876,351,239,112
Florida,Lake Mary,17947,54,46,8
Florida,Lake Placid,2498,10,8,2
Florida,Lake Wales,17075,52,45,7
Florida,Lantana,12825,37,30,7
Florida,Largo,85594,164,133,31
Florida,Lauderhill,72421,145,114,31
Florida,Lawtey,725,3,3,0
Florida,Leesburg,24063,88,64,24
Florida,Lighthouse Point,11373,40,32,8
Florida,Live Oak,6985,22,19,3
Florida,Longboat Key,7342,21,18,3
Florida,Longwood,15793,48,43,5
Florida,Lynn Haven,20733,50,37,13
Florida,Madison,2735,16,15,1
Florida,Maitland,17863,61,53,8
Florida,Manalapan,473,16,14,2
Florida,Marco Island,18121,36,32,4
Florida,Margate,59449,147,113,34
Florida,Marianna,5644,21,16,5
Florida,Mascotte,6468,14,12,2
Florida,Medley,888,54,40,14
Florida,Melbourne,83806,221,145,76
Florida,Melbourne Beach,3321,11,10,1
Florida,Melbourne Village,698,4,4,0
Florida,Miami,476102,1737,1317,420
Florida,Miami Beach,89017,500,416,84
Florida,Miami Gardens,110284,261,212,49
Florida,Miami Shores,10358,46,39,7
Florida,Miami Springs,13925,57,46,11
Florida,Midway,2995,5,4,1
Florida,Milton,10728,27,20,7
Florida,Miramar,143470,283,203,80
Florida,Monticello,2397,14,8,6
Florida,Mount Dora,14801,63,47,16
Florida,Naples,22388,101,68,33
Florida,Neptune Beach,7285,30,22,8
Florida,New Port Richey,16954,58,42,16
Florida,New Smyrna Beach,28380,60,45,15
Florida,Niceville,16345,37,29,8
Florida,North Bay Village,8165,35,26,9
Florida,North Miami,63109,149,118,31
Florida,North Miami Beach,43273,137,104,33
Florida,North Palm Beach,13255,37,32,5
Florida,North Port,72389,158,121,37
Florida,Oakland,3193,13,12,1
Florida,Ocala,61275,290,187,103
Florida,Ocean Ridge,1976,23,18,5
Florida,Ocoee,49877,110,87,23
Florida,Okeechobee,5833,30,22,8
Florida,Opa Locka,15962,52,44,8
Florida,Orange City,12454,30,26,4
Florida,Orange Park,8864,35,26,9
Florida,Orlando,293363,1074,806,268
Florida,Ormond Beach,44271,85,65,20
Florida,Oviedo,42903,77,71,6
Florida,Palatka,10436,35,32,3
Florida,Palm Bay,116897,212,151,61
Florida,Palm Beach,8891,94,65,29
Florida,Palm Beach Gardens,58629,178,122,56
Florida,Palmetto,13873,48,34,14
Florida,Palm Springs,25451,61,43,18
Florida,Panama City,34672,120,85,35
